epoch,train_loss,val_loss,val_acc,best_acc,lr
54,1.3989559120178223,2.5394787277221678,51.160000000000004,51.78,7.162521529260772e-05
55,1.3836051453908285,2.5409343212127684,51.2,51.78,6.66644650470597e-05
56,1.3671750170389811,2.548547357177734,51.42,51.78,6.183221215612908e-05
57,1.3564164175457425,2.5421494331359864,51.959999999999994,51.959999999999994,5.713590760352497e-05
58,1.3415786211649576,2.5477922828674315,51.76,51.959999999999994,5.25827927504725e-05
59,1.328331638675266,2.55666272315979,51.72,51.959999999999994,4.8179888170058794e-05
60,1.317499502521091,2.554138661956787,52.04,52.04,4.39339828220179e-05
61,1.3079621135923598,2.5479305931091307,51.85999999999999,52.04,3.985162358464717e-05
62,1.2957342513614232,2.5582897758483885,51.76,52.04,3.593910515999538e-05
63,1.2875825464460584,2.5639015777587892,51.62,52.04,3.220246036788826e-05
64,1.2767742138544718,2.5469337203979494,51.94,52.04,2.8647450843757914e-05
65,1.2700733012729222,2.5557226291656496,52.42,52.42,2.527955815461826e-05
66,1.2576270943111842,2.551385054016113,52.480000000000004,52.480000000000004,2.2103975346886184e-05
67,1.2525173454708523,2.5629094062805176,52.339999999999996,52.480000000000004,1.9125598939080468e-05
68,1.2501306890275743,2.5603983448028567,52.32,52.480000000000004,1.634902137174484e-05
69,1.2432902724372017,2.5631781261444093,52.42,52.480000000000004,1.3778523926237804e-05
70,1.2404538547727797,2.561146295928955,52.2,52.480000000000004,1.1418070123306995e-05
71,1.2379528620402018,2.566976147842407,51.68000000000001,52.480000000000004,9.271299611627381e-06
72,1.232349007733663,2.5670570957183836,51.9,52.480000000000004,7.341522555726974e-06
73,1.2274575404273138,2.5682444942474367,52.26,52.480000000000004,5.631714531952928e-06
74,1.2224759521696302,2.5656094421386717,52.14,52.480000000000004,4.144511940348519e-06
75,1.22149015305837,2.569917889022827,51.959999999999994,52.480000000000004,2.882207939515437e-06
76,1.2192696128845215,2.566116201019287,52.080000000000005,52.480000000000004,1.8467489107293523e-06
77,1.2167107210371229,2.5657055507659914,52.2,52.480000000000004,1.0397314567610567e-06
78,1.2183923848046196,2.566297882080078,52.26,52.480000000000004,4.623999400308057e-07
79,1.215542742559645,2.5650893207550047,52.16,52.480000000000004,1.1564456389156494e-07
80,1.2153423596276178,2.5652465969085694,52.18000000000001,52.480000000000004,0.0
